--------------------  ------------------------------
gebalites             ['Joshua', '13', '5']
gebim                 ['Isaiah', '10', '31']
gecko                 ['Leviticus', '11', '30']
geder                 ['Joshua', '12', '13']
gederathite           ['1 Chronicles', '12', '4']
gederite              ['1 Chronicles', '27', '28']
gederothaim           ['Joshua', '15', '36']
gedi-six              ['Joshua', '15', '62']
gem                   ['Exodus', '28', '11']
gemalli               ['Numbers', '13', '12']
genitals              ['Ezekiel', '23', '20']
geruth                ['Jeremiah', '41', '17']
geshan                ['1 Chronicles', '2', '47']
geuel                 ['Numbers', '13', '15']
ghostlike             ['Isaiah', '29', '4']
giah                  ['2 Samuel', '2', '24']
gibbar                ['Ezra', '2', '20']
gibea                 ['1 Chronicles', '2', '49']
gibeath               ['Joshua', '5', '3']
gibeathite            ['1 Chronicles', '12', '3']
gibeon-               ['Isaiah', '28', '21']
gibeonite             ['1 Chronicles', '12', '4']
gidom                 ['Judges', '20', '45']
gift-a                ['Genesis', '43', '11']
gifted                ['1 Corinthians', '14', '37']
gigantic              ['Revelation', '9', '2']
gilalai               ['Nehemiah', '12', '36']
giloh                 ['2 Samuel', '15', '12']
giloh-eleven          ['Joshua', '15', '51']
gimzo                 ['2 Chronicles', '28', '18']
gird                  ['Psalms', '45', '3']
girzites              ['1 Samuel', '27', '8']
gishpa                ['Nehemiah', '11', '21']
gittites              ['2 Samuel', '15', '18']
gizonite              ['1 Chronicles', '11', '34']
glad-                 ['Psalms', '69', '32']
gladdens              ['Psalms', '104', '15']
glances               ['Proverbs', '30', '13']
glancing              ['Exodus', '2', '12']
glaze                 ['Proverbs', '26', '23']
gleaming              ['Job', '20', '25']
gleaned               ['Ruth', '2', '17']
gleaning              ['Micah', '7', '1']
gleans                ['Isaiah', '17', '5']
glide                 ['Deuteronomy', '32', '24']
glided                ['Job', '4', '15']
glint                 ['Habakkuk', '3', '11']
glistening            ['Job', '41', '32']
gloated               ['Job', '31', '29']
gloating              ['Habakkuk', '3', '14']
gloats                ['Proverbs', '17', '5']
gloomy                ['2 Peter', '2', '4']
glories               ['1 Peter', '1', '11']
glorifying            ['Luke', '2', '20']
gloriously            ['Isaiah', '24', '23']
glow                  ['Isaiah', '4', '5']
glows                 ['Ezekiel', '24', '11']
glutted               ['Ezekiel', '39', '19']
gluttony              ['Proverbs', '23', '2']
gnat                  ['Matthew', '23', '24']
gnawed                ['Revelation', '16', '10']
gnawing               ['Job', '30', '17']
goah                  ['Jeremiah', '31', '39']
goats-one             ['Leviticus', '16', '8']
god-beyond            ['Job', '36', '26']
god-breathed          ['2 Timothy', '3', '16']
god-everything        ['Jeremiah', '43', '1']
god-gold              ['1 Chronicles', '29', '2']
god-good              ['1 Samuel', '12', '14']
god-haters            ['Romans', '1', '30']
god-he                ['2 Samuel', '14', '20']
god-the               ['2 Chronicles', '30', '19']
god-your              ['Deuteronomy', '29', '10']
god.                  ['Isaiah', '37', '20']
gods-gods             ['Deuteronomy', '28', '64']
gold-                 ['Hosea', '2', '8']
gold-all              ['Numbers', '31', '51']
gold-covered          ['Hebrews', '9', '4']
gold-from             ['Numbers', '8', '4']
gomorrah-             ['Zephaniah', '2', '9']
gomorrah-from         ['Genesis', '19', '24']
gong                  ['1 Corinthians', '13', '1']
good-                 ['Proverbs', '28', '21']
gorge-from            ['Joshua', '12', '2']
gorge-to              ['Joshua', '12', '2']
gorged                ['Revelation', '19', '21']
gossiping             ['3 John', '1', '10']
gouged                ['Judges', '16', '21']
governors-those       ['Nehemiah', '5', '15']
governs               ['Job', '36', '31']
gown                  ['Psalms', '45', '13']
goyim                 ['Joshua', '12', '23']
graft                 ['Romans', '11', '23']
grainfield            ['Deuteronomy', '23', '25']
granddaughters-all    ['Genesis', '46', '7']
grandparents          ['1 Timothy', '5', '4']
grandson-because      ['Judges', '8', '22']
grandsons-150         ['1 Chronicles', '8', '40']
granting              ['Nehemiah', '1', '11']
grapes-his            ['Jeremiah', '31', '30']
grapevines            ['Numbers', '20', '5']
grasslands            ['Psalms', '65', '12']
grateful              ['Romans', '16', '4']
gratifying            ['Ephesians', '2', '3']
grave.                ['Psalms', '141', '7']
gravediggers          ['Ezekiel', '39', '15']
grazes                ['Exodus', '22', '5']
great-twenty          ['2 Samuel', '18', '7']
greaves               ['1 Samuel', '17', '6']
griefs                ['1 Timothy', '6', '10']
grievances            ['Colossians', '3', '13']
grieves               ['Zechariah', '12', '10']
grinders              ['Ecclesiastes', '12', '3']
groped                ['Acts', '13', '12']
ground-               ['Genesis', '2', '6']
ground-even           ['Leviticus', '5', '2']
ground-everything     ['Genesis', '1', '30']
ground-in             ['Deuteronomy', '28', '11']
ground-so             ['Genesis', '8', '17']
ground-those          ['Leviticus', '20', '25']
ground-trees          ['Genesis', '2', '9']
growers               ['Joel', '1', '11']
growled               ['Jeremiah', '2', '15']
growls                ['Isaiah', '31', '4']
grudging              ['Deuteronomy', '15', '10']
grudgingly            ['2 Corinthians', '9', '5']
grumblers             ['Jude', '1', '16']
gudgodah              ['Deuteronomy', '10', '7']
guidance-             ['Proverbs', '1', '5']
guideposts            ['Jeremiah', '31', '21']
guilt-                ['Jeremiah', '3', '13']
guilt-the             ['Ezekiel', '14', '10']
guilty-woe            ['Job', '10', '15']
gulf                  ['Isaiah', '11', '15']
gulps                 ['Proverbs', '19', '28']
gunite                ['Numbers', '26', '48']
gush                  ['Isaiah', '35', '6']
ha                    ['Luke', '4', '34']
haahashtari           ['1 Chronicles', '4', '6']
haaraloth             ['Joshua', '5', '3']
habazziniah           ['Jeremiah', '35', '3']
habitat               ['Job', '39', '6']
hack                  ['Ezekiel', '16', '40']
hacmoni               ['1 Chronicles', '27', '32']
hacmonite             ['1 Chronicles', '11', '11']
hadashah              ['Joshua', '15', '37']
hadassah              ['Esther', '2', '7']
hadattah              ['Joshua', '15', '25']
haddah                ['Joshua', '19', '21']
hadlai-confronted     ['2 Chronicles', '28', '12']
hadrach               ['Zechariah', '9', '1']
haeleph               ['Joshua', '18', '28']
hagab                 ['Ezra', '2', '46']
hagaba                ['Nehemiah', '7', '48']
hagabah               ['Ezra', '2', '45']
haggan                ['2 Kings', '9', '27']
haggedolim            ['Nehemiah', '11', '14']
haggiah               ['1 Chronicles', '6', '30']
haggite               ['Numbers', '26', '15']
hagrite               ['1 Chronicles', '27', '31']
hagrites-fifty        ['1 Chronicles', '5', '21']
hail-everything       ['Exodus', '10', '15']
hakkatan              ['Ezra', '8', '12']
hakkore               ['Judges', '15', '19']
half-was              ['Numbers', '31', '43']
halhul                ['Joshua', '15', '58']
hali                  ['Joshua', '19', '25']
halter                ['Proverbs', '26', '3']
hammahlekoth          ['1 Samuel', '23', '28']
hammers               ['Isaiah', '44', '12']
hammoleketh           ['1 Chronicles', '7', '18']
hammoth               ['Joshua', '21', '32']
hammuel               ['1 Chronicles', '4', '26']
hamonah               ['Ezekiel', '39', '16']
hampered              ['Proverbs', '4', '12']
hamstring             ['Joshua', '11', '6']
hamulite              ['Numbers', '26', '21']
hanani-with           ['Nehemiah', '12', '36']
hand-and              ['Ezekiel', '37', '19']
hand.he               ['1 Samuel', '12', '5']
handiwork             ['Isaiah', '19', '25']
handkerchiefs         ['Acts', '19', '12']
handled               ['Jeremiah', '8', '8']
handling              ['Luke', '16', '11']
handmill              ['Numbers', '11', '8']
hands'-               ['Jeremiah', '11', '21']
hands-                ['Psalms', '7', '3']
hands-a               ['Daniel', '2', '45']
hands-and             ['Deuteronomy', '27', '15']
hanes                 ['Isaiah', '30', '4']
hanged.               ['Genesis', '41', '13']
hangings              ['Esther', '1', '6']
hangs                 ['Isaiah', '33', '23']
hannathon             ['Joshua', '19', '14']
hanochite             ['Numbers', '26', '5']
hapharaim             ['Joshua', '19', '19']
happizzez             ['1 Chronicles', '24', '15']
hara                  ['1 Chronicles', '5', '26']
haram                 ['Joshua', '13', '27']
haran-three           ['1 Chronicles', '23', '9']
harashim              ['1 Chronicles', '4', '14']
harbored              ['Ezekiel', '35', '5']
harbors               ['Proverbs', '26', '24']
hardest               ['Ezekiel', '3', '9']
hardhearted           ['Deuteronomy', '15', '7']
hardworking           ['2 Timothy', '2', '6']
hareph                ['1 Chronicles', '2', '51']
harhaiah              ['Nehemiah', '3', '8']
harhas                ['2 Kings', '22', '14']
harlots               ['Hosea', '4', '14']
harm-                 ['Psalms', '121', '7']
harmon                ['Amos', '4', '3']
harms                 ['Proverbs', '8', '36']
harnepher             ['1 Chronicles', '7', '36']
harnessed             ['Song of Solomon', '1', '9']
harod                 ['Judges', '7', '1']
haroeh                ['1 Chronicles', '2', '52']
harorite              ['1 Chronicles', '11', '27']
harpoons              ['Job', '41', '7']
harrowing             ['Isaiah', '28', '24']
harum                 ['1 Chronicles', '4', '8']
harumaph              ['Nehemiah', '3', '10']
haruphite             ['1 Chronicles', '12', '5']
haruz                 ['2 Kings', '21', '19']
harvest-              ['Isaiah', '28', '4']
hasadiah              ['1 Chronicles', '3', '20']
hashabnah             ['Nehemiah', '10', '25']
hashbaddanah          ['Nehemiah', '8', '4']
hashem                ['1 Chronicles', '11', '34']
hashubah              ['1 Chronicles', '3', '20']
hasrah                ['2 Chronicles', '34', '22']
hassenaah             ['Nehemiah', '3', '3']
hassophereth          ['Ezra', '2', '55']
haste-so              ['Deuteronomy', '16', '3']
hastily               ['Proverbs', '25', '8']
hatched               ['Isaiah', '59', '5']
hatches               ['Jeremiah', '17', '11']
hatchets              ['Psalms', '74', '6']
hathath               ['1 Chronicles', '4', '13']
hatticon              ['Ezekiel', '47', '16']
haughtiness           ['Jeremiah', '48', '29']
havens                ['Acts', '27', '8']
hazaiah               ['Nehemiah', '11', '5']
hazer                 ['Ezekiel', '47', '16']
haziel                ['1 Chronicles', '23', '9']
hazo                  ['Genesis', '22', '22']
hazzelelponi          ['1 Chronicles', '4', '3']
hazzobebah            ['1 Chronicles', '4', '8']
hazzurim              ['2 Samuel', '2', '16']
he-goat               ['Proverbs', '30', '31']
head-he               ['2 Samuel', '14', '26']
head-on               ['2 Samuel', '3', '8']
headdresses           ['Isaiah', '3', '20']
headwaters            ['Genesis', '2', '10']
headway               ['Acts', '27', '7']
healthier             ['Daniel', '1', '15']
heard-                ['Jeremiah', '30', '5']
hearers               ['1 Timothy', '4', '16']
hearing-              ['Job', '33', '8']
heart-                ['Proverbs', '6', '14']
heartache             ['Proverbs', '15', '13']
heated                ['Daniel', '3', '19']
heathen               ['1 Thessalonians', '4', '5']
